,Model Number,Accuracy,Sample Count
811,4,0.12264657020568848,51968
812,1,0.12265658378601074,52224
813,2,0.11878927052021027,52224
814,3,0.12080780416727066,52224
815,4,0.12252731621265411,52224
816,1,0.12256213277578354,52480
817,2,0.11870291084051132,52480
818,3,0.12071164697408676,52480
819,4,0.12240922451019287,52480
820,1,0.12246859818696976,52736
821,2,0.11861739307641983,52736
822,3,0.12061642855405807,52736
823,4,0.12229227274656296,52736
824,1,0.1223759651184082,52992
825,2,0.118532694876194,52992
826,3,0.12052211910486221,52992
827,4,0.12217644602060318,52992
828,1,0.12228421121835709,53248
829,2,0.11844880133867264,53248
830,3,0.12042871117591858,53248
831,4,0.12206172198057175,53248
832,1,0.1221933364868164,53504
833,2,0.11836571246385574,53504
834,3,0.12033618986606598,53504
835,4,0.12194809317588806,53504
836,1,0.12210331857204437,53760
837,2,0.11828341335058212,53760
838,3,0.12024454772472382,53760
839,4,0.12183554470539093,53760
840,1,0.12201415002346039,54016
841,2,0.11820188909769058,54016
842,3,0.12015377730131149,54016
843,4,0.12172405421733856,54016
844,1,0.12192582339048386,54272
845,2,0.11812112480401993,54272
846,3,0.12006384879350662,54272
847,4,0.12161361426115036,54272
848,1,0.12183831632137299,54528
849,2,0.11804112046957016,54528
850,3,0.1199747696518898,54528
851,4,0.12150420248508453,54528
852,1,0.12175162881612778,54784
853,2,0.11796186119318008,54784
854,3,0.11988651007413864,54784
855,4,0.12139581143856049,54784
856,1,0.12166573852300644,55040
857,2,0.11788333207368851,55040
858,3,0.11979907751083374,55040
859,4,0.12128842622041702,55040
860,1,0.12158064544200897,55296
861,2,0.11780553311109543,55296
862,3,0.11971244215965271,55296
863,4,0.12118202447891235,55296
864,1,0.12149632722139359,55552
865,2,0.11772844195365906,55552
866,3,0.11962660402059555,55552
867,4,0.12107660621404648,55552
